LLM Rater
  Provider: anthropic
  Model: claude-sonnet-4-5
  Source: webcam
  RPM limit: 50
  Download timeout: 30s
  API timeout:      60s
  Skip rated: True
  Write to DB: True
  Dry run: False
  Verbose: False
  Output: ml/artifacts/llm_ratings/ratings_20260507_071316.csv
Connecting to Postgres…
  connected.
  Images to rate: 29611
[1/29611] record 66407: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 8.8s, total 9.1s)
[27694/29611] record 95596: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[27695/29611] record 95597: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[27696/29611] record 95598: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27697/29611] record 95599: q=0.45 sunset=True conf=0.75  (dl 0.4s, api 2.8s, total 3.2s)
[27698/29611] record 95600: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 2.7s, total 2.9s)
[27699/29611] record 95601: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27700/29611] record 95602: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[27701/29611] record 95603: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27702/29611] record 95604: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[27703/29611] record 95605: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.8s)
[27704/29611] record 95606: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 4.3s, total 4.5s)
[27705/29611] record 95607: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[27706/29611] record 95608: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[27707/29611] record 95609: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.8s, total 3.1s)
[27708/29611] record 95610: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.6s, total 2.9s)
[27709/29611] record 95611: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.7s)
[27710/29611] record 95612: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[27711/29611] record 95613: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.1s, total 3.3s)
[27712/29611] record 95614: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[27713/29611] record 95615: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[27714/29611] record 95616: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.7s)
[27715/29611] record 95617: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[27716/29611] record 95618: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.7s, total 2.9s)
[27717/29611] record 95619: q=0.05 sunset=False conf=0.90  (dl 0.2s, api 3.0s, total 3.2s)
[27718/29611] record 95620: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.7s)
[27719/29611] record 95621: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.6s, total 2.8s)
[27720/29611] record 95622: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27721/29611] record 95623: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.2s, total 2.4s)
[27722/29611] record 95624: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.5s, total 2.6s)
[27723/29611] record 95625: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.2s)
[27724/29611] record 95626: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[27725/29611] record 95627: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[27726/29611] record 95628: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[27727/29611] record 95629: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.7s, total 3.0s)
[27728/29611] record 95630: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.4s, total 2.7s)
[27729/29611] record 95631: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27730/29611] record 95632: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.8s)
[27731/29611] record 95633: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[27732/29611] record 95634: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27733/29611] record 95635: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.6s, total 2.8s)
[27734/29611] record 95636: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[27735/29611] record 95637: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27736/29611] record 95638: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.1s, total 3.4s)
[27737/29611] record 95639: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[27738/29611] record 95640: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[27739/29611] record 95641: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.6s)
[27740/29611] record 95642: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27741/29611] record 95643: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27742/29611] record 95644: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[27743/29611] record 95645: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[27744/29611] record 95646: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.4s, total 3.5s)
[27745/29611] record 95647: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.4s, total 3.7s)
[27746/29611] record 95648: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27747/29611] record 95649: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27748/29611] record 95650: q=0.35 sunset=True conf=0.70  (dl 0.3s, api 3.0s, total 3.2s)
[27749/29611] record 95651: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.6s, total 2.8s)
[27750/29611] record 95652: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.6s, total 2.9s)
[27751/29611] record 95653: q=0.35 sunset=True conf=0.75  (dl 0.1s, api 2.9s, total 3.1s)
[27752/29611] record 95654: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27753/29611] record 95655: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27754/29611] record 95656: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27755/29611] record 95657: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[27756/29611] record 95658: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[27757/29611] record 95659: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27758/29611] record 95660: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27759/29611] record 95661: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.3s)
[27760/29611] record 95662: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 6.4s, total 6.8s)
[27761/29611] record 95663: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[27762/29611] record 95664: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27763/29611] record 95665: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[27764/29611] record 95666: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27765/29611] record 95667: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.4s)
[27766/29611] record 95668: q=0.45 sunset=True conf=0.70  (dl 0.4s, api 4.4s, total 4.8s)
[27767/29611] record 95669: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.7s)
[27768/29611] record 95670: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27769/29611] record 95671: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[27770/29611] record 95672: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27771/29611] record 95673: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27772/29611] record 95674: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[27773/29611] record 95675: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.4s, total 2.6s)
[27774/29611] record 95676: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27775/29611] record 95677: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.2s)
[27776/29611] record 95678: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[27777/29611] record 95679: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27778/29611] record 95680: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.5s)
[27779/29611] record 95681: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.5s)
[27780/29611] record 95682: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.8s, total 4.9s)
[27781/29611] record 95683: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[27782/29611] record 95684: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 6.7s, total 6.9s)
[27783/29611] record 95685: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.7s)
[27784/29611] record 95686: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[27785/29611] record 95687: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27786/29611] record 95688: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.6s)
[27787/29611] record 95689: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.7s)
[27788/29611] record 95690: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[27789/29611] record 95691: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[27790/29611] record 95692: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[27791/29611] record 95693: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[27792/29611] record 95694: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.1s, total 3.2s)
[27793/29611] record 95695: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 2.9s)
[27794/29611] record 95696: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.8s)
[27795/29611] record 95697: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 2.9s, total 3.1s)
[27796/29611] record 95698: q=0.55 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.3s)
[27797/29611] record 95699: q=0.25 sunset=True conf=0.70  (dl 0.3s, api 3.5s, total 3.8s)
[27798/29611] record 95700: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[27799/29611] record 95701: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 2.7s, total 2.9s)
[27800/29611] record 95702: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[27801/29611] record 95703: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.6s)
[27802/29611] record 95704: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.6s, total 2.8s)
[27803/29611] record 95705: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.2s, total 4.4s)
[27804/29611] record 95706: q=0.45 sunset=True conf=0.65  (dl 0.1s, api 3.1s, total 3.2s)
[27805/29611] record 95707: q=0.72 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[27806/29611] record 95708: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27807/29611] record 95709: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[27808/29611] record 95710: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 2.7s, total 2.9s)
[27809/29611] record 95711: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.0s, total 4.2s)
[27810/29611] record 95712: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27811/29611] record 95713: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[27812/29611] record 95714: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.6s)
[27813/29611] record 95715: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27814/29611] record 95716: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.4s, total 3.5s)
[27815/29611] record 95717: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[27816/29611] record 95718: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.8s)
[27817/29611] record 95719: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.9s)
[27818/29611] record 95720: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27819/29611] record 95721: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.0s, total 3.1s)
[27820/29611] record 95722: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27821/29611] record 95723: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[27822/29611] record 95724: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27823/29611] record 95725: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[27824/29611] record 95726: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[27825/29611] record 95727: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27826/29611] record 95728: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[27827/29611] record 95729: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.0s)
[27828/29611] record 95730: q=0.45 sunset=True conf=0.70  (dl 0.1s, api 2.8s, total 3.0s)
[27829/29611] record 95731: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[27830/29611] record 95732: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 2.9s)
[27831/29611] record 95733: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.0s, total 3.1s)
[27832/29611] record 95734: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[27833/29611] record 95735: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27834/29611] record 95736: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[27835/29611] record 95737: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27836/29611] record 95738: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[27837/29611] record 95739: q=0.00 sunset=False conf=0.95  (dl 3.3s, api 2.6s, total 5.9s)
[27838/29611] record 95740: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.8s)
[27839/29611] record 95741: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[27840/29611] record 95742: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 3.0s, total 3.3s)
[27841/29611] record 95743: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[27842/29611] record 95744: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.1s, total 3.3s)
[27843/29611] record 95745: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27844/29611] record 95746: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.0s)
[27845/29611] record 95747: q=0.35 sunset=True conf=0.70  (dl 0.3s, api 3.4s, total 3.6s)
[27846/29611] record 95748: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.5s, total 4.8s)
[27847/29611] record 95749: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[27848/29611] record 95750: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.8s, total 3.0s)
[27849/29611] record 95751: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27850/29611] record 95752: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.5s)
[27851/29611] record 95753: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[27852/29611] record 95754: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 3.9s)
[27853/29611] record 95755: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 2.9s)
[27854/29611] record 95756: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[27855/29611] record 95757: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27856/29611] record 95758: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[27857/29611] record 95759: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[27858/29611] record 95760: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.0s, total 3.2s)
[27859/29611] record 95761: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.5s, total 3.6s)
[27860/29611] record 95762: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.1s, total 3.2s)
[27861/29611] record 95763: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.9s)
[27862/29611] record 95764: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27863/29611] record 95765: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[27864/29611] record 95766: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[27865/29611] record 95767: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.0s, total 4.2s)
[27866/29611] record 95768: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.8s)
[27867/29611] record 95769: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[27868/29611] record 95770: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27869/29611] record 95771: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[27870/29611] record 95772: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[27871/29611] record 95773: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27872/29611] record 95774: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27873/29611] record 95775: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.3s, total 2.5s)
[27874/29611] record 95776: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.6s)
[27875/29611] record 95777: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[27876/29611] record 95778: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27877/29611] record 95779: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.7s)
[27878/29611] record 95780: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27879/29611] record 95781: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27880/29611] record 95782: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27881/29611] record 95783: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27882/29611] record 95784: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[27883/29611] record 95785: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[27884/29611] record 95786: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 6.4s, total 6.6s)
[27885/29611] record 95787: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27886/29611] record 95788: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[27887/29611] record 95789: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27888/29611] record 95790: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27889/29611] record 95791: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 2.8s, total 3.0s)
[27890/29611] record 95792: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27891/29611] record 95793: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27892/29611] record 95794: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[27893/29611] record 95795: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.1s)
[27894/29611] record 95796: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[27895/29611] record 95797: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27896/29611] record 95798: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[27897/29611] record 95799: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.6s, total 2.8s)
[27898/29611] record 95800: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.4s, total 3.6s)
[27899/29611] record 95801: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[27900/29611] record 95802: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27901/29611] record 95803: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 4.4s, total 4.6s)
[27902/29611] record 95804: q=0.35 sunset=True conf=0.70  (dl 0.3s, api 2.7s, total 3.0s)
[27903/29611] record 95805: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27904/29611] record 95806: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[27905/29611] record 95807: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[27906/29611] record 95808: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[27907/29611] record 95809: q=0.78 sunset=True conf=0.85  (dl 0.2s, api 3.3s, total 3.5s)
[27908/29611] record 95810: q=0.45 sunset=True conf=0.70  (dl 0.4s, api 3.2s, total 3.6s)
[27909/29611] record 95811: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.8s, total 6.0s)
[27910/29611] record 95812: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 2.7s, total 2.9s)
[27911/29611] record 95813: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.2s, total 3.4s)
[27912/29611] record 95814: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[27913/29611] record 95815: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.5s)
[27914/29611] record 95816: q=0.55 sunset=True conf=0.75  (dl 0.1s, api 2.9s, total 3.0s)
[27915/29611] record 95817: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.8s)
[27916/29611] record 95818: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[27917/29611] record 95819: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.3s, total 2.4s)
[27918/29611] record 95820: q=0.55 sunset=True conf=0.75  (dl 0.1s, api 3.2s, total 3.4s)
[27919/29611] record 95821: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[27920/29611] record 95822: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[27921/29611] record 95823: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.7s)
[27922/29611] record 95824: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[27923/29611] record 95825: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[27924/29611] record 95826: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.2s, total 2.3s)
[27925/29611] record 95827: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 3.1s, total 3.2s)
[27926/29611] record 95828: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[27927/29611] record 95829: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[27928/29611] record 95830: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[27929/29611] record 95831: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[27930/29611] record 95832: q=0.35 sunset=True conf=0.70  (dl 0.3s, api 3.9s, total 4.1s)
[27931/29611] record 95833: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[27932/29611] record 95834: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[27933/29611] record 95835: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 2.5s, total 2.7s)
[27934/29611] record 95836: q=0.65 sunset=True conf=0.85  (dl 0.2s, api 3.5s, total 3.7s)
[27935/29611] record 95837: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[27936/29611] record 95838: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[27937/29611] record 95839: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.6s)
[27938/29611] record 95840: q=0.00 sunset=False conf=0.95  (dl 3.3s, api 3.3s, total 6.6s)
[27939/29611] record 95841: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[27940/29611] record 95842: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[27941/29611] record 95843: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[27942/29611] record 95844: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[27943/29611] record 95845: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[27944/29611] record 95846: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[27945/29611] record 95847: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 3.0s)
[27946/29611] record 95848: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.9s, total 3.1s)
[27947/29611] record 95849: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[27948/29611] record 95850: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.9s, total 3.0s)
